user_id,user_type,num_tweets,num_followers,num_followings,about_me_length,user_name_length,num_annotations,num_http,tweet_avg_length,num_unique_words,dt_entropy,goss_0,goss_1,goss_2,goss_3,goss_4,loss_0,loss_1,loss_2,loss_3,loss_4,cluster
53620652.0,1,197.0,12.0,26.0,17.0,10.0,0.015228,0.0,2.893401,347.0,1.3264620621507022,0.007051917244651362,-0.0058067901236600866,-0.008785950892718145,0.0121110844122758,-0.000288739878518464,0.651131964685978,-0.6996274551782561,-0.09389731900796568,0.2550360439868842,-0.11264323448664025,1
139229799.0,0,9.0,19.0,255.0,83.0,14.0,0.0,1.0,9.555555,56.0,0.9738179432485784,0.01236624446357232,-0.0058075536908856465,-0.0014251318159587726,-0.004797798407966479,-0.002681595693015606,0.6659323150071346,-0.4383106327705326,0.37930083282152505,-0.4383155300015925,-0.1686069850565347,1
114698610.0,0,11.0,17.0,468.0,0.0,6.0,0.181818,0.454545,2.818182,27.0,0.910323375611786,0.02049631802808071,-0.005805280727439565,-0.008316783493094042,-0.0029442066272030235,-0.003906970051255162,0.8646434342565669,-0.3572257134873233,-0.0251860872662002,-0.3038593744016725,-0.17837225910137086,1
76246364.0,1,2669.0,34.0,24.0,36.0,8.0,0.043462,0.0,0.064444,134.0,0.7145731336700726,-0.007422499703527528,-0.0058032961105236045,0.01233825731378935,-0.004793221149035935,0.0007665772664299825,-0.21348458418973665,-0.3171848520736993,0.8676480701844007,-0.3171964593141469,-0.019782174606818036,1
141555541.0,0,12.0,1.0,44.0,0.0,14.0,0.5,0.083333,8.916667,90.0,0.010642263782205962,-0.010369922564351557,-0.005800017436548288,-0.015156463840421729,-0.004789035615899253,0.044193912655831114,-0.22360651027767614,-0.22360736439885615,-0.2236053187104944,-0.2236079976110864,0.8944271909981132,1
23237249.0,1,48.0,31.0,0.0,111.0,12.0,0.0,1.0,9.125,156.0,0.3130529353398048,0.03149493726826745,-0.005807937083470115,-0.01516184477264641,-0.0023186672588967673,-0.007534310421088102,0.8935241768691157,-0.2455964992378948,-0.24559336041648516,-0.19645786845518887,-0.2058764487595468,1
101140523.0,0,2.0,36.0,869.0,0.0,15.0,0.5,1.0,9.5,19.0,0.4899293350551141,-0.010079468153774048,-0.005455451881546476,-0.010646631272799918,-0.00439343306997214,0.036615008271113,-0.2606020471341057,-0.2606638289106112,-0.10424764482170068,-0.2606714336255375,0.8861849544919551,1
105001627.0,0,45.0,3493.0,3555.0,22.0,9.0,0.13333299999999998,0.6888890000000001,13.022222,281.0,0.7782576428195563,-0.0023661838695037264,-0.005802625878448201,0.011652859765716915,-0.004582192094892239,-0.00441249774924283,-0.03704340862285178,-0.3286038768172593,0.8683417294993178,-0.3230377610999856,-0.17965668295922135,1
102154226.0,0,16.0,652.0,1321.0,0.0,14.0,0.0,0.0,14.0,152.0,0.2637262123084919,-0.01008378096087776,-0.005801260200243784,0.019306378127258127,-0.004790569093862289,-0.006206567223125829,-0.2347393828684442,-0.2424580712592551,0.8929192984679892,-0.24246082321315365,-0.1732610211271364,1
129450773.0,0,71.0,119.0,191.0,12.0,9.0,0.070423,0.014085,0.661972,44.0,1.0273502840768918,0.003639710717587436,-0.005805765878820468,0.0049255505006592145,0.003056775486203491,-0.008348402987071322,0.2409471422353883,-0.43592965785322574,0.7533102336229824,-0.15964695721659036,-0.3986807607885549,1
53709216.0,1,229.0,265.0,32.0,70.0,14.0,0.004367,1.681223,6.847162,418.0,0.8194904136504061,-0.007404176272642155,-0.005550711722901004,0.009756013893387748,-0.004791378068402256,0.004243933539649671,-0.23491521031897925,-0.3418791457617472,0.8348283247848339,-0.35004231919894346,0.0920083504948357,1
103834583.0,0,4.0,183.0,1763.0,65.0,13.0,0.25,0.25,12.75,47.0,0.8788227629863821,0.0049785379810627075,-0.0058043019024739614,0.006364464577443763,-0.004794066238677243,-0.0052492564250740574,0.2732759290051391,-0.38975417709012816,0.7497884800841489,-0.3897586666071335,-0.2435515653920263,1
114204017.0,0,14.0,104.0,250.0,0.0,9.0,0.0,0.9285709999999999,9.214286,98.0,0.10510146634899044,0.0338396724696067,-0.005805337680160985,-0.015160040702260085,-0.004795220810842648,-0.00818014734148424,0.8942466797578803,-0.2293616756503698,-0.2293578359829587,-0.22936365886333376,-0.20616350926121796,1
14077323.0,1,8307.0,284.0,285.0,56.0,8.0,0.015047999999999999,0.0009630000000000001,0.019983,154.0,0.7584221271421138,0.0061659243014177715,-0.005805203927764875,0.007408054010870456,-0.004632393905059664,-0.008311038590772523,0.29884810313689075,-0.3589107668551835,0.7412700716184636,-0.3542012647723355,-0.3270061431278355,1
